field,zone,name,spaceType,version,colNumber,rowNumber,positionColNumber,positionRowNumber
樂天桃園棒球場,西下I,,seat,1.0.0,1,4,1,4
樂天桃園棒球場,西下I,,seat,1.0.0,1,5,1,5
樂天桃園棒球場,西下I,,seat,1.0.0,1,6,1,6
樂天桃園棒球場,西下I,,seat,1.0.0,1,7,1,7
樂天桃園棒球場,西下I,,seat,1.0.0,1,8,1,8
樂天桃園棒球場,西下I,,seat,1.0.0,1,9,1,9
樂天桃園棒球場,西下I,,seat,1.0.0,1,10,1,10
樂天桃園棒球場,西下I,,seat,1.0.0,1,11,1,11
樂天桃園棒球場,西下I,,seat,1.0.0,1,12,1,12
樂天桃園棒球場,西下I,,seat,1.0.0,1,13,1,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,1,14
樂天桃園棒球場,西下I,,seat,1.0.0,1,14,1,15
樂天桃園棒球場,西下I,,seat,1.0.0,1,15,1,16
樂天桃園棒球場,西下I,,seat,1.0.0,1,16,1,17
樂天桃園棒球場,西下I,,seat,1.0.0,1,17,1,18
樂天桃園棒球場,西下I,,seat,1.0.0,1,18,1,19
樂天桃園棒球場,西下I,,seat,1.0.0,1,19,1,20
樂天桃園棒球場,西下I,,seat,1.0.0,1,20,1,21
樂天桃園棒球場,西下I,,seat,1.0.0,2,4,2,4
樂天桃園棒球場,西下I,,seat,1.0.0,2,5,2,5
樂天桃園棒球場,西下I,,seat,1.0.0,2,6,2,6
樂天桃園棒球場,西下I,,seat,1.0.0,2,7,2,7
樂天桃園棒球場,西下I,,seat,1.0.0,2,8,2,8
樂天桃園棒球場,西下I,,seat,1.0.0,2,9,2,9
樂天桃園棒球場,西下I,,seat,1.0.0,2,10,2,10
樂天桃園棒球場,西下I,,seat,1.0.0,2,11,2,11
樂天桃園棒球場,西下I,,seat,1.0.0,2,12,2,12
樂天桃園棒球場,西下I,,seat,1.0.0,2,13,2,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,2,14
樂天桃園棒球場,西下I,,seat,1.0.0,2,14,2,15
樂天桃園棒球場,西下I,,seat,1.0.0,2,15,2,16
樂天桃園棒球場,西下I,,seat,1.0.0,2,16,2,17
樂天桃園棒球場,西下I,,seat,1.0.0,2,17,2,18
樂天桃園棒球場,西下I,,seat,1.0.0,2,18,2,19
樂天桃園棒球場,西下I,,seat,1.0.0,2,19,2,20
樂天桃園棒球場,西下I,,seat,1.0.0,2,20,2,21
樂天桃園棒球場,西下I,,seat,1.0.0,3,4,3,4
樂天桃園棒球場,西下I,,seat,1.0.0,3,5,3,5
樂天桃園棒球場,西下I,,seat,1.0.0,3,6,3,6
樂天桃園棒球場,西下I,,seat,1.0.0,3,7,3,7
樂天桃園棒球場,西下I,,seat,1.0.0,3,8,3,8
樂天桃園棒球場,西下I,,seat,1.0.0,3,9,3,9
樂天桃園棒球場,西下I,,seat,1.0.0,3,10,3,10
樂天桃園棒球場,西下I,,seat,1.0.0,3,11,3,11
樂天桃園棒球場,西下I,,seat,1.0.0,3,12,3,12
樂天桃園棒球場,西下I,,seat,1.0.0,3,13,3,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,3,14
樂天桃園棒球場,西下I,,seat,1.0.0,3,14,3,15
樂天桃園棒球場,西下I,,seat,1.0.0,3,15,3,16
樂天桃園棒球場,西下I,,seat,1.0.0,3,16,3,17
樂天桃園棒球場,西下I,,seat,1.0.0,3,17,3,18
樂天桃園棒球場,西下I,,seat,1.0.0,3,18,3,19
樂天桃園棒球場,西下I,,seat,1.0.0,3,19,3,20
樂天桃園棒球場,西下I,,seat,1.0.0,3,20,3,21
樂天桃園棒球場,西下I,,seat,1.0.0,4,4,4,4
樂天桃園棒球場,西下I,,seat,1.0.0,4,5,4,5
樂天桃園棒球場,西下I,,seat,1.0.0,4,6,4,6
樂天桃園棒球場,西下I,,seat,1.0.0,4,7,4,7
樂天桃園棒球場,西下I,,seat,1.0.0,4,8,4,8
樂天桃園棒球場,西下I,,seat,1.0.0,4,9,4,9
樂天桃園棒球場,西下I,,seat,1.0.0,4,10,4,10
樂天桃園棒球場,西下I,,seat,1.0.0,4,11,4,11
樂天桃園棒球場,西下I,,seat,1.0.0,4,12,4,12
樂天桃園棒球場,西下I,,seat,1.0.0,4,13,4,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,4,14
樂天桃園棒球場,西下I,,seat,1.0.0,4,14,4,15
樂天桃園棒球場,西下I,,seat,1.0.0,4,15,4,16
樂天桃園棒球場,西下I,,seat,1.0.0,4,16,4,17
樂天桃園棒球場,西下I,,seat,1.0.0,4,17,4,18
樂天桃園棒球場,西下I,,seat,1.0.0,4,18,4,19
樂天桃園棒球場,西下I,,seat,1.0.0,4,19,4,20
樂天桃園棒球場,西下I,,seat,1.0.0,4,20,4,21
樂天桃園棒球場,西下I,,seat,1.0.0,5,4,5,4
樂天桃園棒球場,西下I,,seat,1.0.0,5,5,5,5
樂天桃園棒球場,西下I,,seat,1.0.0,5,6,5,6
樂天桃園棒球場,西下I,,seat,1.0.0,5,7,5,7
樂天桃園棒球場,西下I,,seat,1.0.0,5,8,5,8
樂天桃園棒球場,西下I,,seat,1.0.0,5,9,5,9
樂天桃園棒球場,西下I,,seat,1.0.0,5,10,5,10
樂天桃園棒球場,西下I,,seat,1.0.0,5,11,5,11
樂天桃園棒球場,西下I,,seat,1.0.0,5,12,5,12
樂天桃園棒球場,西下I,,seat,1.0.0,5,13,5,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,5,14
樂天桃園棒球場,西下I,,seat,1.0.0,5,14,5,15
樂天桃園棒球場,西下I,,seat,1.0.0,5,15,5,16
樂天桃園棒球場,西下I,,seat,1.0.0,5,16,5,17
樂天桃園棒球場,西下I,,seat,1.0.0,5,17,5,18
樂天桃園棒球場,西下I,,seat,1.0.0,5,18,5,19
樂天桃園棒球場,西下I,,seat,1.0.0,5,19,5,20
樂天桃園棒球場,西下I,,seat,1.0.0,5,20,5,21
樂天桃園棒球場,西下I,,seat,1.0.0,6,4,6,4
樂天桃園棒球場,西下I,,seat,1.0.0,6,5,6,5
樂天桃園棒球場,西下I,,seat,1.0.0,6,6,6,6
樂天桃園棒球場,西下I,,seat,1.0.0,6,7,6,7
樂天桃園棒球場,西下I,,seat,1.0.0,6,8,6,8
樂天桃園棒球場,西下I,,seat,1.0.0,6,9,6,9
樂天桃園棒球場,西下I,,seat,1.0.0,6,10,6,10
樂天桃園棒球場,西下I,,seat,1.0.0,6,11,6,11
樂天桃園棒球場,西下I,,seat,1.0.0,6,12,6,12
樂天桃園棒球場,西下I,,seat,1.0.0,6,13,6,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,6,14
樂天桃園棒球場,西下I,,seat,1.0.0,6,14,6,15
樂天桃園棒球場,西下I,,seat,1.0.0,6,15,6,16
樂天桃園棒球場,西下I,,seat,1.0.0,6,16,6,17
樂天桃園棒球場,西下I,,seat,1.0.0,6,17,6,18
樂天桃園棒球場,西下I,,seat,1.0.0,6,18,6,19
樂天桃園棒球場,西下I,,seat,1.0.0,6,19,6,20
樂天桃園棒球場,西下I,,seat,1.0.0,6,20,6,21
樂天桃園棒球場,西下I,,seat,1.0.0,7,4,7,4
樂天桃園棒球場,西下I,,seat,1.0.0,7,5,7,5
樂天桃園棒球場,西下I,,seat,1.0.0,7,6,7,6
樂天桃園棒球場,西下I,,seat,1.0.0,7,7,7,7
樂天桃園棒球場,西下I,,seat,1.0.0,7,8,7,8
樂天桃園棒球場,西下I,,seat,1.0.0,7,9,7,9
樂天桃園棒球場,西下I,,seat,1.0.0,7,10,7,10
樂天桃園棒球場,西下I,,seat,1.0.0,7,11,7,11
樂天桃園棒球場,西下I,,seat,1.0.0,7,12,7,12
樂天桃園棒球場,西下I,,seat,1.0.0,7,13,7,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,7,14
樂天桃園棒球場,西下I,,seat,1.0.0,7,14,7,15
樂天桃園棒球場,西下I,,seat,1.0.0,7,15,7,16
樂天桃園棒球場,西下I,,seat,1.0.0,7,16,7,17
樂天桃園棒球場,西下I,,seat,1.0.0,7,17,7,18
樂天桃園棒球場,西下I,,seat,1.0.0,7,18,7,19
樂天桃園棒球場,西下I,,seat,1.0.0,7,19,7,20
樂天桃園棒球場,西下I,,seat,1.0.0,7,20,7,21
樂天桃園棒球場,西下I,,seat,1.0.0,8,4,8,4
樂天桃園棒球場,西下I,,seat,1.0.0,8,5,8,5
樂天桃園棒球場,西下I,,seat,1.0.0,8,6,8,6
樂天桃園棒球場,西下I,,seat,1.0.0,8,7,8,7
樂天桃園棒球場,西下I,,seat,1.0.0,8,8,8,8
樂天桃園棒球場,西下I,,seat,1.0.0,8,9,8,9
樂天桃園棒球場,西下I,,seat,1.0.0,8,10,8,10
樂天桃園棒球場,西下I,,seat,1.0.0,8,11,8,11
樂天桃園棒球場,西下I,,seat,1.0.0,8,12,8,12
樂天桃園棒球場,西下I,,seat,1.0.0,8,13,8,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,8,14
樂天桃園棒球場,西下I,,seat,1.0.0,8,14,8,15
樂天桃園棒球場,西下I,,seat,1.0.0,8,15,8,16
樂天桃園棒球場,西下I,,seat,1.0.0,8,16,8,17
樂天桃園棒球場,西下I,,seat,1.0.0,8,17,8,18
樂天桃園棒球場,西下I,,seat,1.0.0,8,18,8,19
樂天桃園棒球場,西下I,,seat,1.0.0,8,19,8,20
樂天桃園棒球場,西下I,,seat,1.0.0,8,20,8,21
樂天桃園棒球場,西下I,八德包廂,group,1.0.0,,,8,22
樂天桃園棒球場,西下I,,seat,1.0.0,9,4,9,4
樂天桃園棒球場,西下I,,seat,1.0.0,9,5,9,5
樂天桃園棒球場,西下I,,seat,1.0.0,9,6,9,6
樂天桃園棒球場,西下I,,seat,1.0.0,9,7,9,7
樂天桃園棒球場,西下I,,seat,1.0.0,9,8,9,8
樂天桃園棒球場,西下I,,seat,1.0.0,9,9,9,9
樂天桃園棒球場,西下I,,seat,1.0.0,9,10,9,10
樂天桃園棒球場,西下I,,seat,1.0.0,9,11,9,11
樂天桃園棒球場,西下I,,seat,1.0.0,9,12,9,12
樂天桃園棒球場,西下I,,seat,1.0.0,9,13,9,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,9,14
樂天桃園棒球場,西下I,,seat,1.0.0,9,14,9,15
樂天桃園棒球場,西下I,,seat,1.0.0,9,15,9,16
樂天桃園棒球場,西下I,,seat,1.0.0,9,16,9,17
樂天桃園棒球場,西下I,,seat,1.0.0,9,17,9,18
樂天桃園棒球場,西下I,,seat,1.0.0,9,18,9,19
樂天桃園棒球場,西下I,,seat,1.0.0,9,19,9,20
樂天桃園棒球場,西下I,,seat,1.0.0,9,20,9,21
樂天桃園棒球場,西下I,,seat,1.0.0,10,4,10,4
樂天桃園棒球場,西下I,,seat,1.0.0,10,5,10,5
樂天桃園棒球場,西下I,,seat,1.0.0,10,6,10,6
樂天桃園棒球場,西下I,,seat,1.0.0,10,7,10,7
樂天桃園棒球場,西下I,,seat,1.0.0,10,8,10,8
樂天桃園棒球場,西下I,,seat,1.0.0,10,9,10,9
樂天桃園棒球場,西下I,,seat,1.0.0,10,10,10,10
樂天桃園棒球場,西下I,,seat,1.0.0,10,11,10,11
樂天桃園棒球場,西下I,,seat,1.0.0,10,12,10,12
樂天桃園棒球場,西下I,,seat,1.0.0,10,13,10,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,10,14
樂天桃園棒球場,西下I,,seat,1.0.0,10,14,10,15
樂天桃園棒球場,西下I,,seat,1.0.0,10,15,10,16
樂天桃園棒球場,西下I,,seat,1.0.0,10,16,10,17
樂天桃園棒球場,西下I,,seat,1.0.0,10,17,10,18
樂天桃園棒球場,西下I,,seat,1.0.0,10,18,10,19
樂天桃園棒球場,西下I,,seat,1.0.0,10,19,10,20
樂天桃園棒球場,西下I,,seat,1.0.0,10,20,10,21
樂天桃園棒球場,西下I,,seat,1.0.0,11,4,11,4
樂天桃園棒球場,西下I,,seat,1.0.0,11,5,11,5
樂天桃園棒球場,西下I,,seat,1.0.0,11,6,11,6
樂天桃園棒球場,西下I,,seat,1.0.0,11,7,11,7
樂天桃園棒球場,西下I,,seat,1.0.0,11,8,11,8
樂天桃園棒球場,西下I,,seat,1.0.0,11,9,11,9
樂天桃園棒球場,西下I,,seat,1.0.0,11,10,11,10
樂天桃園棒球場,西下I,,seat,1.0.0,11,11,11,11
樂天桃園棒球場,西下I,,seat,1.0.0,11,12,11,12
樂天桃園棒球場,西下I,,seat,1.0.0,11,13,11,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,11,14
樂天桃園棒球場,西下I,,seat,1.0.0,11,14,11,15
樂天桃園棒球場,西下I,,seat,1.0.0,11,15,11,16
樂天桃園棒球場,西下I,,seat,1.0.0,11,16,11,17
樂天桃園棒球場,西下I,,seat,1.0.0,11,17,11,18
樂天桃園棒球場,西下I,,seat,1.0.0,11,18,11,19
樂天桃園棒球場,西下I,,seat,1.0.0,11,19,11,20
樂天桃園棒球場,西下I,,seat,1.0.0,11,20,11,21
樂天桃園棒球場,西下I,,seat,1.0.0,12,4,12,4
樂天桃園棒球場,西下I,,seat,1.0.0,12,5,12,5
樂天桃園棒球場,西下I,,seat,1.0.0,12,6,12,6
樂天桃園棒球場,西下I,,seat,1.0.0,12,7,12,7
樂天桃園棒球場,西下I,,seat,1.0.0,12,8,12,8
樂天桃園棒球場,西下I,,seat,1.0.0,12,9,12,9
樂天桃園棒球場,西下I,,seat,1.0.0,12,10,12,10
樂天桃園棒球場,西下I,,seat,1.0.0,12,11,12,11
樂天桃園棒球場,西下I,,seat,1.0.0,12,12,12,12
樂天桃園棒球場,西下I,,seat,1.0.0,12,13,12,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,12,14
樂天桃園棒球場,西下I,,seat,1.0.0,12,14,12,15
樂天桃園棒球場,西下I,,seat,1.0.0,12,15,12,16
樂天桃園棒球場,西下I,,seat,1.0.0,12,16,12,17
樂天桃園棒球場,西下I,,seat,1.0.0,12,17,12,18
樂天桃園棒球場,西下I,,seat,1.0.0,12,18,12,19
樂天桃園棒球場,西下I,,seat,1.0.0,12,19,12,20
樂天桃園棒球場,西下I,,seat,1.0.0,12,20,12,21
樂天桃園棒球場,西下I,,seat,1.0.0,13,4,13,4
樂天桃園棒球場,西下I,,seat,1.0.0,13,5,13,5
樂天桃園棒球場,西下I,,seat,1.0.0,13,6,13,6
樂天桃園棒球場,西下I,,seat,1.0.0,13,7,13,7
樂天桃園棒球場,西下I,,seat,1.0.0,13,8,13,8
樂天桃園棒球場,西下I,,seat,1.0.0,13,9,13,9
樂天桃園棒球場,西下I,,seat,1.0.0,13,10,13,10
樂天桃園棒球場,西下I,,seat,1.0.0,13,11,13,11
樂天桃園棒球場,西下I,,seat,1.0.0,13,12,13,12
樂天桃園棒球場,西下I,,seat,1.0.0,13,13,13,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,13,14
樂天桃園棒球場,西下I,,seat,1.0.0,13,14,13,15
樂天桃園棒球場,西下I,,seat,1.0.0,13,15,13,16
樂天桃園棒球場,西下I,,seat,1.0.0,13,16,13,17
樂天桃園棒球場,西下I,,seat,1.0.0,13,17,13,18
樂天桃園棒球場,西下I,,seat,1.0.0,13,18,13,19
樂天桃園棒球場,西下I,,seat,1.0.0,13,19,13,20
樂天桃園棒球場,西下I,,seat,1.0.0,13,20,13,21
樂天桃園棒球場,西下I,,seat,1.0.0,14,4,14,4
樂天桃園棒球場,西下I,,seat,1.0.0,14,5,14,5
樂天桃園棒球場,西下I,,seat,1.0.0,14,6,14,6
樂天桃園棒球場,西下I,,seat,1.0.0,14,7,14,7
樂天桃園棒球場,西下I,,seat,1.0.0,14,8,14,8
樂天桃園棒球場,西下I,,seat,1.0.0,14,9,14,9
樂天桃園棒球場,西下I,,seat,1.0.0,14,10,14,10
樂天桃園棒球場,西下I,,seat,1.0.0,14,11,14,11
樂天桃園棒球場,西下I,,seat,1.0.0,14,12,14,12
樂天桃園棒球場,西下I,,seat,1.0.0,14,13,14,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,14,14
樂天桃園棒球場,西下I,,seat,1.0.0,14,14,14,15
樂天桃園棒球場,西下I,,seat,1.0.0,14,15,14,16
樂天桃園棒球場,西下I,,seat,1.0.0,14,16,14,17
樂天桃園棒球場,西下I,,seat,1.0.0,14,17,14,18
樂天桃園棒球場,西下I,,seat,1.0.0,14,18,14,19
樂天桃園棒球場,西下I,,seat,1.0.0,14,19,14,20
樂天桃園棒球場,西下I,,seat,1.0.0,14,20,14,21
樂天桃園棒球場,西下I,,seat,1.0.0,15,4,15,4
樂天桃園棒球場,西下I,,seat,1.0.0,15,5,15,5
樂天桃園棒球場,西下I,,seat,1.0.0,15,6,15,6
樂天桃園棒球場,西下I,,seat,1.0.0,15,7,15,7
樂天桃園棒球場,西下I,,seat,1.0.0,15,8,15,8
樂天桃園棒球場,西下I,,seat,1.0.0,15,9,15,9
樂天桃園棒球場,西下I,,seat,1.0.0,15,10,15,10
樂天桃園棒球場,西下I,,seat,1.0.0,15,11,15,11
樂天桃園棒球場,西下I,,seat,1.0.0,15,12,15,12
樂天桃園棒球場,西下I,,seat,1.0.0,15,13,15,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,15,14
樂天桃園棒球場,西下I,,seat,1.0.0,15,14,15,15
樂天桃園棒球場,西下I,,seat,1.0.0,15,15,15,16
樂天桃園棒球場,西下I,,seat,1.0.0,15,16,15,17
樂天桃園棒球場,西下I,,seat,1.0.0,15,17,15,18
樂天桃園棒球場,西下I,,seat,1.0.0,15,18,15,19
樂天桃園棒球場,西下I,,seat,1.0.0,15,19,15,20
樂天桃園棒球場,西下I,,seat,1.0.0,15,20,15,21
